actual_value,predicted_value
4.526,3.9625998975359518
3.585,3.8933110266756863
3.521,3.5107308773817025
3.413,2.8344909783042853
3.422,2.0834297706349045
2.697,2.1671316221150754
2.992,1.991834116398823
2.414,1.763189495689284
2.267,1.3266264995192125
2.611,1.9914779598445636
2.815,1.8047923632087113
2.418,1.8165747895276194
2.135,1.746798370555154
1.913,1.5996382994755887
1.592,1.2596115559390708
1.4,1.3606292603894576
1.525,1.6297637363997268
1.555,1.3615492739244472
1.587,1.2960164676539967
1.629,1.5604972668202062
1.475,1.0478938214059348
1.598,1.1829944715525111
1.139,1.1834578718883582
0.997,1.3798536959353602
1.326,1.5506761913714628
1.075,1.4886467240922572
0.938,1.5038019705327152
1.055,1.2166462519203878
1.089,1.1469120840526785
1.32,1.187142047763253
1.223,1.2716844143817507
1.152,1.2784358845938713
1.104,1.2118988007919016
1.049,1.045050112155878
1.097,1.5973233676664633
0.972,1.0974225787773937
1.045,0.9216380912609525
1.039,1.057630080755588
1.914,1.9270361679456482
1.76,1.535809736178543
1.554,1.3422291404398057
1.5,1.012419146236893
1.188,0.9078883319930584
1.888,2.1364797060088776
1.844,1.7325948052618005
1.823,1.5901684728331043
1.425,1.3217918016184658
1.375,1.1993037061332008
1.875,0.8757753271714156
1.125,1.2144080932215116
1.719,0.8573771156483894
0.938,1.0901675136606757
0.975,0.8987991429662221
1.042,0.9795918933612826
0.875,1.1461747159312161
0.831,1.0654749842997056
0.875,1.103478918912028
0.853,0.8090082549131195
0.803,0.9696973020090851
0.6,1.5654114217467292
0.757,1.8936798456165018
0.75,3.043971925377199
0.861,0.8515555807236224
0.761,0.9694739024257426
0.735,1.5610474124625418
0.784,0.9622836040797449
0.844,0.806836601626213
0.813,1.5604847321088946
0.85,1.2549303493814885
1.292,0.8500447121577231
0.825,1.2201247581879524
0.952,0.7805349636469121
0.75,1.2040307925651326
0.675,0.708485601281055
1.375,1.5199734523390611
1.775,0.85729677603505
1.021,1.4788683054144105
1.083,0.9348632650316865
1.125,0.7966798151315974
1.313,1.322457326659403
1.625,1.1030829420206931
1.125,0.9761436206870429
1.125,1.1219425080277219
1.375,0.8205239663106004
1.188,1.234927737801236
0.982,1.4857754468099877
1.188,0.882668186822521
1.625,0.7949482540990767
1.375,0.8954522154795281
5.00001,1.003216182312559
1.625,1.344460040691001
1.375,0.8301690622210189
1.625,0.8030839360337751
1.875,1.5721595110107893
1.792,1.2227961200696047
1.3,1.2323744167583448
1.838,1.617203270629163
1.25,1.3238092122878033
1.7,0.944342991015249
1.931,1.5299436933836705
2.578,1.4663268083477228
2.734,1.7632400338686929
2.375,1.7874829504703529
3.5,1.543766846092623
3.357,1.602059460509138
3.134,2.535625914958452
2.685,1.8400056212846099
2.594,1.7969115567410463
2.757,2.081005496003644
2.25,2.081151603592197
2.625,2.603352349749008
2.185,1.5449183500471597
2.55,1.7068139096148847
2.241,1.7811369029222925
2.431,1.9249546308857255
2.316,1.791850833826763
2.185,1.4317742256002952
2.341,1.73229553169357
3.276,2.913084223189875
3.476,2.671990077195856
3.661,2.9583022663097704
3.35,2.5630938993180807
3.736,3.1133019673078888
3.895,2.6225465441263105
3.911,3.4909673446533445
3.373,2.7138294865171626
2.952,3.597861229285554
2.923,2.9696358416093385
4.115,3.603060831293719
3.115,3.0040869786608497
3.259,3.4087002543600184
3.926,5.324577112139132
3.193,3.591014350036997
3.333,3.3283590542035655
3.352,3.909059444572194
3.512,3.987434839450554
3.689,3.338286903877011
3.659,3.9504145668939135
3.667,3.413345022765311
3.628,3.10119834963949
4.833,3.152421556762917
3.314,3.418718081684613
3.235,3.2976184040247127
2.167,1.6648386016976775
2.331,1.7524049696671182
2.964,2.6693675515078947
2.737,3.19537633271935
2.277,1.824560215964113
1.996,1.7280709661513207
2.398,2.356988022127189
2.701,2.1734560982773203
3.021,2.699288058379747
2.695,1.7907644900898547
3.147,2.468454239741411
3.901,3.8713813231558962
4.103,4.176970849537743
3.524,3.3327836138541906
2.873,2.9960855538133235
3.487,3.6049149323066727
2.438,1.6134454724861353
2.115,1.4009749757289247
2.184,1.7183633113345795
2.699,1.999551533372397
2.188,1.8000103096252607
2.25,1.669739797789274
2.5,1.3486141243919674
1.714,1.1348752893322636
1.938,1.0356597496797129
1.25,1.426194917666327
0.975,1.191803164267581
1.25,1.578539914029362
1.388,1.3727080332083637
1.167,1.3765890368645002
1.518,1.1340294743871489
1.27,1.4211367488820712
1.286,1.3614951860265514
1.406,1.354123330872127
1.827,1.556521464592762
1.469,1.4656236063260013
1.228,1.6905555529729124
1.693,1.5039190204047794
1.266,1.2895221265625887
1.279,1.260738229762143
1.235,1.398572410443567
1.119,1.4683679002548984
1.128,1.2821330827551263
1.079,1.6731611990883972
1.375,1.2524286436247667
1.055,1.3541528148970348
0.955,1.3416905281213396
1.161,1.8843313686029024
1.122,1.397911707952885
0.75,1.3679117070294018
1.125,1.1507517333087747
1.25,1.9834228262133982
1.15,1.1511365261115531
0.95,1.1681554668944334
0.964,1.5487244725550977
0.72,1.54823459229959
0.713,1.5839111840401185
0.808,1.7292562242959952
1.288,1.0702464047569182
1.125,1.2572812357501104
1.194,1.0848633668535903
1.181,1.080117468644034
1.225,1.3002241692113379
1.063,1.4273030287705215
1.325,1.3441246057130427
1.227,1.1579402214500538
1.133,1.0313919337575506
1.095,1.9328050262809706
1.647,2.059605181883372
1.25,1.7677201283793398
1.247,1.5331049424061285
1.367,1.5028893803108616
1.417,1.5987597110429914
1.5,1.6485727833452657
1.388,1.7043950885905979
1.392,1.6340843789237585
1.438,1.6612655059986217
1.565,1.742708284867912
1.51,1.7436876948724698
2.73,2.530939752851689
2.171,2.4660192185545147
1.871,1.8959483713535152
2.396,2.608619622431929
2.297,2.1907497572735988
2.573,2.457126437090129
2.469,2.256529558216558
1.799,1.726653666723541
1.696,2.2172753262424973
2.033,2.0711450748945195
2.634,2.151846179905248
2.318,2.4075124761197992
1.405,1.665829633082647
1.26,1.4247212451409195
1.22,1.587856537377097
1.347,1.5502086561158115
1.394,1.4576693187976626
1.154,1.6127747762974007
1.373,1.5981157037440092
1.37,1.2333057758239077
1.426,1.5829626716489804
1.375,1.7473208952277113
1.117,1.424837239094476
1.268,1.1747625151203123
1.113,1.5685273715664796
1.148,1.6508771301475582
1.023,1.162468607138686
1.319,1.3133620193326712
1.191,1.4867292332922553
0.806,1.1950253457957687
0.806,2.1889719409012836
0.888,1.59816883616062
1.024,1.4635264110949133
0.987,1.4327885294422062
1.0,1.4115693377493805
0.923,1.2221330010738698
0.948,1.3804479999607773
1.02,1.3203478440071188
1.584,1.936825225217172
1.216,1.7643059144661195
1.291,1.5216838888222655
1.214,1.65980860769317
1.028,1.4235381170558308
1.6,1.6805766662283417
1.439,1.871105544876493
1.512,1.9270153756963349
1.644,2.2621578728140297
1.565,1.8097677597366173
2.25,2.1012331409947427
1.742,2.6661854738072224
1.669,2.034521562264408
1.635,2.3860553925477097
2.53,2.685362298088982
2.407,3.435768715520341
2.081,2.1239670902389993
1.981,1.7109873095036106
1.728,1.5912059453424017
3.367,2.751032284965177
3.182,3.106578211027539
2.858,3.287305806022882
2.93,3.4221633949739854
3.71,2.8497942612879825
1.573,2.0161818371580957
1.353,1.6450275284893394
1.367,1.8905424330819924
1.607,1.849523542458383
1.406,2.0997494720571694
1.44,2.228911369372916
1.619,2.305449127105316
1.563,2.473214087499609
1.76,1.9586935929764664
1.458,1.7611374752345683
1.419,1.8854959268838591
0.907,1.2338031150368765
0.906,1.2711499015576315
1.079,1.3774846494183408
1.07,1.422782477383488
0.982,1.4803429428363502
0.895,1.2807251823635812
0.938,2.1122445616740246
0.967,1.2254513957026685
0.975,1.3437441680500468
0.973,1.6442882755881696
0.912,1.2504518095248895
0.914,1.1830560438415894
0.962,1.4026644442837943
1.201,1.8190191422850215
1.0,1.323229592152249
0.947,1.492782513573665
0.857,1.2022911311521516
0.893,1.3065940006376087
1.014,1.5941557045240307
0.725,0.9793854744297034
0.741,1.2799799942977441
0.7,1.1392455256782152
0.846,1.025830530168307
0.818,0.7811372417933198
0.814,1.0011798170636033
0.818,0.8137580385534632
0.858,1.2796608594707188
0.871,0.9643466770021683
0.835,1.4593697380553265
0.797,1.3694665359427773
0.834,1.532981264927613
0.847,0.9981056359292161
0.8,1.6883302898051264
0.764,1.5213900028040714
0.797,1.3652264834027759
0.824,1.4388695091822832
0.977,1.453991192843105
0.972,1.3831182789477525
1.016,1.5137230953389023
0.865,1.359044138079137
0.905,1.252746729991248
1.076,1.7381218224164536
0.842,1.4136006274340658
0.889,1.3924509899220054
0.807,2.1773464622850716
0.871,1.0279255245630017
0.851,1.1483863677695085
0.82,1.375808330818923
0.828,1.270020438753725
